code,name,pop
68000010058,寶山里,1939
68000010059,龍鳳里,6907
68000010060,龍安里,5221
68000010061,自強里,4
68000010062,中信里,1623
68000010063,長德里,2211
68000010064,中平里,8359
68000010065,中原里,1530
68000010066,中泰里,689
68000010067,南埔里,3495
68000010068,寶慶里,2115
68000010069,北埔里,5979
68000010070,中聖里,5745
68000010071,龍壽里,4790
68000010072,同德里,2578
68000010073,明德里,534
68000010074,寶安里,7321
68000010075,瑞慶里,3746
68000010076,三元里,2173
68000020001,龍平里,678
68000020002,龍昌里,9428
68000020003,仁德里,8672
68000020004,永興里,8246
68000020005,內壢里,9127
68000020006,成功里,2969
68000020007,光明里,3261
68000020008,自立里,8711
68000020009,自強里,8118
68000020010,中堅里,1635
68000020011,龍興里,8029
68000020012,仁美里,9442
68000020013,仁愛里,4504
68000020014,新街里,8178
68000020015,中央里,5970
68000020016,普仁里,1787
68000020017,普義里,9682
68000020018,忠義里,9952
68000020019,中正里,1133
68000020020,興仁里,2736
68000020021,東興里,3115
68000020022,洽溪里,3712
68000020023,篤行里,6912
68000020024,新明里,133
68000020025,新興里,2083
68000020026,中原里,4625
68000020027,內定里,7477
68000020028,中壢里,2717
68000020029,龍岡里,7373
68000020030,仁祥里,1391
68000020031,水尾里,4814
68000020032,青埔里,1625
68000020033,復興里,7467
68000020034,文化里,6079
68000020035,興國里,6385
68000020036,忠福里,5969
68000020037,信義里,5019
68000020038,石頭里,5959
68000020039,龍東里,8566
68000020040,中建里,607
68000020041,興南里,3669
68000020042,後寮里,4450
68000020043,過嶺里,226
68000020044,五權里,8790
68000020045,舊明里,5613
68000020046,芝芭里,3043
68000020047,月眉里,3207
68000020048,三民里,2609
68000020049,山東里,7778
68000020050,中榮里,7251
68000020051,內厝里,8025
68000020052,振興里,4980
68000020053,普慶里,9659
68000020054,興和里,7590
68000020055,永光里,2796
68000020056,復華里,1257
68000020057,忠孝里,5280
68000020058,福德里,2417
68000020059,和平里,6500
68000020060,普忠里,7493
68000020061,普強里,8239
68000020062,明德里,4081
68000020063,至善里,3837
68000020064,五福里,2356
68000020065,龍德里,8407
68000020066,正義里,9628
68000020067,龍安里,6481
68000020068,中山里,6521
68000020069,德義里,3747
68000020070,仁義里,903
68000020071,華勛里,3131
68000020072,仁福里,9918
68000020073,幸福里,1857
68000020074,永福里,1195
68000020075,仁和里,8078
68000020076,華愛里,6171
68000020077,莊敬里,246
68000020078,自治里,2560
68000020079,健行里,7977
68000020080,興平里,5893
68000020081,中興里,8451
68000020082,龍慈里,2692
68000020083,自信里,6334
68000020084,林森里,2111
68000020085,金華里,9151
68000030001,興和里,6124
68000030002,福仁里,2471
68000030003,一心里,1821
68000030004,一德里,8092
68000030005,月眉里,9461
68000030006,永福里,2438
68000030007,美華里,5837
68000030008,福安里,9883
68000030009,復興里,8211
68000030010,新峰里,7363
68000030011,康安里,1202
68000030012,義和里,2853
68000030013,瑞興里,6269
68000030014,中新里,1535
68000030015,仁義里,2440
68000030016,僑愛里,4816
68000030017,仁善里,6168
68000030018,仁愛里,25
68000030019,仁武里,5391
68000030020,員林里,8110
68000030021,南興里,802
68000030022,瑞源里,3612
68000030023,光明里,7235
68000030024,三元里,8978
68000030025,田心里,1371
68000030026,仁文里,1044
68000030027,仁和里,1704
68000040001,楊梅里,3010
68000040002,楊江里,9019
68000040003,紅梅里,2839
68000040004,永寧里,7962
68000040005,大平里,3544
68000040006,東流里,5179
68000040007,水美里,6502
68000040008,上田里,613
68000040009,梅新里,5371
68000040010,大同里,7857
68000040011,埔心里,4818
68000040012,金龍里,5343
68000040013,瑞塘里,2712
68000040014,四維里,8205
68000040015,梅溪里,6790
68000040016,高山里,6763
68000040017,高榮里,1111
68000040018,仁美里,4966
68000040019,光華里,2626
68000040020,富岡里,418
68000040021,豐野里,9769
68000040022,員本里,8572
68000040023,瑞原里,3588
68000040024,三湖里,6612
68000040025,上湖里,6538
68000040026,中山里,5348
68000040027,楊明里,3377
68000040028,金溪里,7247
68000040029,裕成里,8692
68000040030,秀才里,3491
68000040031,青山里,6136
68000040032,新榮里,9668
68000040033,雙榮里,7053
68000040034,瑞坪里,4567
68000040035,永平里,5431
68000040036,瑞溪里,4454
68000040037,高上里,5769
68000040038,富豐里,2977
68000040039,裕新里,4817
68000040040,三民里,9040
68000040041,頭湖里,6818
68000050001,新興里,6501
68000050002,中福里,2454
68000050003,新莊里,3940
68000050004,大竹里,4689
68000050006,蘆竹里,4161
68000050007,南崁里,6890
68000050008,錦興里,757
68000050009,五福里,3149
68000050010,內厝里,5296
68000050011,山鼻里,7640
68000050012,山腳里,7975
68000050013,外社里,6011
68000050014,坑子里,2908
68000050015,坑口里,7496
68000050016,海湖里,794
68000050017,南榮里,679
68000050018,南興里,8541
68000050019,長興里,5064
68000050020,錦中里,5659
68000050021,富竹里,9645
68000050022,上竹里,8170
68000050023,宏竹里,9658
68000050024,瓦窯里,7418
68000050025,營盤里,299
68000050026,羊稠里,4200
68000050027,順興里,8064
68000050028,福昌里,6832
68000050029,福興里,303
68000050030,蘆興里,1305
68000050031,長壽里,233
68000050032,吉祥里,6118
68000050033,中山里,3036
68000050034,福祿里,9931
68000050035,興榮里,5229
68000050036,中興里,3579
68000050037,上興里,6507
68000050038,營福里,8909
68000060001,大園里,3658
68000060002,田心里,5464
68000060003,溪海里,6844
68000060004,和平里,1632
68000060005,橫峰里,7306
68000060006,五權里,9773
68000060007,埔心里,6740
68000060008,大海里,6451
68000060010,三石里,2035
68000060011,?林里,5388
68000060012,竹圍里,9921
68000060013,海口里,6721
68000060014,沙崙里,1663
68000060015,後厝里,1711
68000060016,圳頭里,1704
68000060017,內海里,5641
68000060018,北港里,2651
68000060019,南港里,5379
68000070001,楓樹里,6806
68000070002,龜山里,3572
68000070003,兔坑里,7449
68000070004,大同里,5625
68000070005,山福里,4368
68000070006,山頂里,8351
68000070007,陸光里,3879
68000070008,精忠里,3329
68000070009,公西里,2528
68000070010,樂善里,7050
68000070011,南上里,599
68000070012,大坑里,6411
68000070013,中興里,8642
68000070014,山德里,7970
68000070015,新路里,4502
68000070016,嶺頂里,297
68000070017,龍壽里,9984
68000070018,舊路里,8633
68000070019,大崗里,8427
68000070020,文化里,9468
68000070021,南美里,822
68000070022,幸福里,4824
68000070023,福源里,8393
68000070024,龍華里,7520
68000070025,迴龍里,5213
68000070026,新嶺里,1553
68000070027,大湖里,1476
68000070028,大華里,8226
68000070029,長庚里,5265
68000070030,新興里,5138
68000080001,興仁里,9752
68000080002,福興里,1315
68000080003,瑞豐里,9125
68000080004,瑞發里,9197
68000080005,瑞德里,6382
68000080006,瑞祥里,7219
68000080007,廣興里,2146
68000080008,廣隆里,5843
68000080009,竹園里,7741
68000080010,霄裡里,575
68000080011,茄苳里,7808
68000080012,高明里,8522
68000080013,白鷺里,1041
68000080014,大湳里,1292
68000080015,大安里,6631
68000080016,大興里,8741
68000080017,大和里,4653
68000080018,大同里,4204
68000080019,大成里,8793
68000080020,大義里,6164
68000080021,大忠里,8893
68000080022,大福里,3258
68000080023,大勇里,6032
68000080024,大信里,4694
68000080025,大華里,584
68000080026,大仁里,1976
68000080027,大智里,3874
68000080028,瑞泰里,785
68000080029,大昌里,4756
68000080030,大正里,4187
68000080031,大強里,5800
68000080032,大發里,8134
68000080033,大明里,85
68000080034,大竹里,6822
68000080035,大慶里,2828
68000080036,大千里,7160
68000080037,大榮里,3389
68000080038,茄明里,418
68000080039,高城里,6629
68000080040,瑞興里,1508
68000080041,大愛里,9163
68000080042,大宏里,2172
68000080043,大漢里,4412
68000080044,廣德里,1081
68000080045,龍友里,9929
68000080046,陸光里,3948
68000080047,永豐里,6687
68000080048,大順里,1315
68000090001,黃唐里,7690
68000090002,中山里,3545
68000090003,烏林里,2419
68000090004,高平里,4637
68000090006,凌雲里,7649
68000090007,八德里,5443
68000090008,三水里,8470
68000090009,上林里,1987
68000090010,中正里,9569
68000090011,龍潭里,8643
68000090012,高原里,138
68000090013,九龍里,2495
68000090014,中興里,9830
68000090015,佳安里,6035
68000090016,三和里,9657
68000090017,三坑里,1000
68000090018,大平里,6176
68000090019,三林里,1699
68000090020,永興里,924
68000090021,烏樹林里,8275
68000090022,百年里,3688
68000090023,龍祥里,8798
68000090024,聖德里,7834
68000090025,龍星里,5310
68000090026,上華里,4953
68000090027,武漢里,1424
68000090028,東興里,5888
68000090029,北興里,4838
68000090030,建林里,830
68000090031,富林里,1751
68000100001,雙連里,5975
68000100002,高雙里,9550
68000100003,復旦里,9818
68000100004,廣興里,7395
68000100005,義民里,5872
68000100006,宋屋里,7655
68000100007,新勢里,6467
68000100008,新富里,1041
68000100009,北勢里,4219
68000100010,北興里,4412
68000100011,北貴里,8213
68000100012,平鎮里,8565
68000100013,南勢里,8674
68000100014,莊敬里,1531
68000100015,山峰里,1739
68000100016,湧光里,6089
68000100017,龍恩里,6140
68000100018,東社里,1693
68000100019,龍興里,4111
68000100020,貿易里,1169
68000100021,忠貞里,6595
68000100022,中正里,4789
68000100023,建安里,7345
68000100024,東勢里,3923
68000100025,東安里,5578
68000100026,新安里,8517
68000100027,鎮興里,4032
68000100028,義興里,1609
68000100029,湧豐里,817
68000100030,湧安里,6368
68000100031,廣達里,9014
68000100032,福林里,9061
68000100033,金星里,4927
68000100034,廣仁里,2675
68000100035,新貴里,2806
68000100036,北富里,609
68000100037,新榮里,184
68000100038,華安里,2612
68000100039,金陵里,2053
68000100040,北安里,1372
68000100041,北華里,4049
68000100042,復興里,2249
68000100043,平興里,3830
68000100044,新英里,6397
68000100045,平安里,2843
68000100046,平南里,595
68000110001,新屋里,2060
68000110002,新生里,6694
68000110003,後湖里,627
68000110004,清華里,7441
68000110005,頭洲里,1274
68000110006,埔頂里,9524
68000110007,九斗里,1425
68000110008,社子里,4495
68000110009,東明里,4931
68000110010,石磊里,2043
68000110011,下埔里,5991
68000110012,下田里,3108
68000110013,石牌里,8541
68000110014,赤欄里,8557
68000110015,永興里,864
68000110016,永安里,3311
68000110017,笨港里,2624
68000110018,深圳里,1695
68000110019,蚵間里,7253
68000110020,?榔里,5437
68000110021,後庄里,2266
68000110022,大坡里,3173
68000110023,望間里,461
68000120001,觀音里,2575
68000120002,白玉里,6039
68000120003,廣興里,4675
68000120004,大潭里,1071
68000120005,武威里,1584
68000120006,保生里,8522
68000120007,三和里,5986
68000120008,新興里,7049
68000120009,坑尾里,7146
68000120010,金湖里,5770
68000120011,藍埔里,7970
68000120012,大同里,5416
68000120013,大堀里,9231
68000120014,崙坪里,4916
68000120015,富源里,7133
68000120016,上大里,6536
68000120017,新坡里,5591
68000120018,廣福里,698
68000120019,塔腳里,3964
68000120020,保障里,9302
68000120021,草漯里,5059
68000120022,樹林里,930
68000120023,富林里,2424
68000120024,草新里,2990
68000130001,三民里,359
68000130002,澤仁里,5921
68000130003,義盛里,6150
68000130004,霞雲里,4555
68000130005,長興里,747
68000130006,三光里,2349
68000130007,奎輝里,3807
68000130008,華陵里,2488
68000130009,羅浮里,5249
68000130010,高義里,4668
10002010001,神農里,3295
10002010002,民權里,2566
10002010008,進士里,2351
10002010009,南橋里,8929
10002010010,建業里,478
10002010011,南津里,7262
10002010012,凱旋里,5072
10002010013,黎明里,1746
10002010014,東村里,8960
10002010015,延平里,9295
10002010016,七張里,3393
10002010017,慈安里,8883
10002010018,新民里,210
10002010019,東門里,8102
10002010021,小東里,6643
10002010022,菜園里,4533
10002010023,孝廉里,5029
10002010024,新生里,4819
10002010025,茭白里,5464
10002010026,北津里,9268
10002010027,梅洲里,304
10002010028,北門里,6732
10002010031,中山里,4640
10002010032,西門里,7233
10002010034,南門里,1750
10002010035,負郭里,7852
10002010036,民族里,2992
10002010037,建軍里,2259
10002010038,思源里,7830
10002010039,文化里,3024
10002010040,復興里,69
10002010041,成功里,6697
10002010042,新東里,1011
10002010043,七結里,2037
10002010044,泰山里,8924
10002010045,大新里,2994
10002010046,中興里,6079
10002010047,擺厘里,1140
10002020004,大新里,3617
10002020005,東安里,1695
10002020006,新群里,5395
10002020007,羅莊里,2288
10002020008,南昌里,4679
10002020009,南豪里,7419
10002020010,成功里,7549
10002020011,仁德里,7457
10002020016,漢民里,8416
10002020017,西安里,1429
10002020018,北成里,3577
10002020019,賢文里,5557
10002020020,公正里,2139
10002020021,集祥里,2835
10002020022,信義里,3066
10002020023,竹林里,4822
10002020024,仁愛里,9286
10002020025,樹林里,3797
10002020026,國華里,6288
10002020027,維揚里,1946
10002020028,開明里,6540
10002020029,中山里,3507
10002020030,仁和里,3742
10002030001,龍德里,8108
10002030002,頂寮里,6458
10002030003,永榮里,1170
10002030004,存仁里,219
10002030005,港邊里,763
10002030007,隘丁里,1011
10002030008,新城里,4314
10002030009,聖湖里,1239
10002030010,蘇西里,1614
10002030011,蘇北里,1880
10002030012,蘇南里,1802
10002030013,蘇東里,4487
10002030014,長安里,6686
10002030015,永光里,3317
10002030016,永春里,4411
10002030017,永樂里,6656
10002030018,南安里,8566
10002030019,南正里,6385
10002030020,南成里,406
10002030021,南興里,6489
10002030022,南寧里,1130
10002030023,南建里,3638
10002030024,東澳里,8682
10002030025,南強里,8138
10002030026,朝陽里,7268
10002030027,聖愛里,9019
10002040001,石城里,4353
10002040002,大里里,7224
10002040003,大溪里,1623
10002040004,合興里,6777
10002040005,更新里,4524
10002040006,外澳里,6511
10002040007,港口里,7049
10002040008,武營里,6004
10002040009,大坑里,2478
10002040010,城東里,7723
10002040011,城北里,9602
10002040012,城西里,2627
10002040013,城南里,9096
10002040014,竹安里,714
10002040015,新建里,4389
10002040016,拔雅里,3424
10002040017,福成里,9010
10002040018,金面里,7344
10002040019,金盈里,9254
10002040020,頂埔里,9477
10002040021,下埔里,7212
10002040022,中崙里,3427
10002040023,二城里,6321
10002040024,龜山里,3388
10002050001,白雲村,3128
10002050002,玉石村,923
10002050003,德陽村,7071
10002050004,大忠村,9306
10002050005,大義村,7083
10002050006,六結村,5456
10002050007,二龍村,137
10002050008,時潮村,9189
10002050009,玉田村,2110
10002050010,三民村,9677
10002050011,林美村,8020
10002050012,白鵝村,4102
10002050013,玉光村,8626
10002050014,光武村,7673
10002050015,吳沙村,9434
10002050016,龍潭村,1118
10002050017,匏崙村,7125
10002050018,二結村,9714
10002060001,吉祥村,4561
10002060002,美福村,3907
10002060003,新南村,885
10002060004,東港村,2091
10002060005,復興村,5395
10002060006,過嶺村,1698
10002060007,永鎮村,8905
10002060008,忠孝村,5324
10002060009,古亭村,6001
10002060010,功勞村,2410
10002060011,美城村,9815
10002060012,新社村,9195
10002060013,大福村,2392
10002060014,古結村,720
10002070001,員山村,6297
10002070002,尚德村,58
10002070003,惠好村,5924
10002070004,七賢村,8514
10002070005,深溝村,4835
10002070006,蓁巷村,9565
10002070007,內城村,7987
10002070008,中華村,6363
10002070009,永和村,4716
10002070010,頭分村,7581
10002070011,枕山村,9416
10002070012,同樂村,1223
10002070013,湖東村,9638
10002070014,逸仙村,9498
10002070015,湖北村,8741
10002070016,湖西村,2365
10002080001,武淵村,3761
10002080002,珍珠村,1826
10002080003,補城村,2114
10002080004,三奇村,4715
10002080005,大興村,2430
10002080006,東城村,6026
10002080007,香和村,8363
10002080008,南興村,5484
10002080009,冬山村,8987
10002080010,安平村,7916
10002080011,太和村,4712
10002080012,八寶村,9654
10002080013,丸山村,5741
10002080014,中山村,2619
10002080015,順安村,3047
10002080016,永美村,5075
10002080017,群英村,9193
10002080018,清溝村,9153
10002080019,鹿埔村,6653
10002080020,得安村,6591
10002080021,廣興村,8153
10002080022,廣安村,4687
10002080023,柯林村,5505
10002080024,大進村,8408
10002090001,三興村,3319
10002090002,二結村,7011
10002090003,鎮安村,7662
10002090004,上四村,8731
10002090005,中興村,879
10002090006,四結村,6668
10002090007,福興村,3671
10002090008,五結村,9800
10002090009,大吉村,3251
10002090010,協和村,5314
10002090011,孝威村,264
10002090012,錦眾村,7829
10002090013,利澤村,9922
10002090014,成興村,2651
10002090015,季新村,5640
10002100001,員山村,2701
10002100002,天山村,3811
10002100003,天福村,3860
10002100004,雙賢村,9312
10002100005,人和村,6142
10002100006,義德村,9603
10002100007,集慶村,9213
10002100008,月眉村,404
10002100009,拱照村,785
10002100010,大隱村,2372
10002100011,行健村,8615
10002100012,萬德村,1354
10002100013,貴林村,3052
10002100014,萬富村,5206
10002100015,大義村,6489
10002100016,尚武村,1130
10002100017,大洲村,4630
10002100018,尾塹村,5299
10002110001,寒溪村,2229
10002110002,崙埤村,5221
10002110003,松羅村,6769
10002110004,復興村,6119
10002110005,英士村,194
10002110006,樂水村,9287
10002110007,太平村,4319
10002110008,四季村,3255
10002110009,南山村,9825
10002110010,茂安村,8167
10002120001,南澳村,1642
10002120002,碧候村,7599
10002120003,東岳村,3841
10002120004,金岳村,9276
10002120005,武塔村,9241
10002120006,金洋村,3783
10002120007,澳花村,807
10004010001,斗崙里,8691
10004010002,鹿場里,6716
10004010003,東平里,645
10004010004,中興里,2929
10004010005,隘口里,4174
10004010006,東海里,5576
10004010007,竹北里,8684
10004010008,竹仁里,1472
10004010009,竹義里,790
10004010010,泰和里,5005
10004010011,新社里,9140
10004010012,聯興里,2008
10004010013,麻園里,3240
10004010014,溪州里,4303
10004010015,白地里,9183
10004010016,新港里,7517
10004010017,大義里,9451
10004010018,崇義里,3804
10004010019,大眉里,8352
10004010020,尚義里,4561
10004010021,十興里,8391
10004010022,新國里,6169
10004010023,新庄里,94
10004010024,北崙里,243
10004010025,新崙里,7991
10004010026,福德里,2689
10004010027,東興里,1070
10004010028,北興里,9624
10004010029,興安里,6296
10004010030,文化里,9778
10004020001,上坪里,1588
10004020002,瑞峰里,9963
10004020003,軟橋里,8770
10004020004,員崠里,9075
10004020005,東寧里,779
10004020006,上?里,2372
10004020007,大鄉里,2459
10004020008,東華里,8910
10004020009,商華里,9741
10004020010,竹東里,226
10004020011,榮樂里,2372
10004020012,?林里,2002
10004020013,仁愛里,422
10004020014,五豐里,1890
10004020015,三重里,5749
10004020016,頭重里,3323
10004020017,員山里,9485
10004020018,柯湖里,818
10004020019,二重里,3511
10004020020,中山里,8986
10004020021,中正里,4081
10004020022,南華里,5184
10004020023,榮華里,2652
10004020024,忠孝里,1994
10004020025,陸豐里,2999
10004030001,內立里,1158
10004030002,寶石里,5063
10004030003,文山里,5220
10004030004,五埔里,3336
10004030005,四座里,3694
10004030006,旱坑里,5665
10004030007,田新里,4656
10004030008,新埔里,217
10004030009,新生里,2340
10004030010,新民里,7670
10004030011,上寮里,8309
10004030012,下寮里,4992
10004030013,南平里,9056
10004030014,北平里,4388
10004030015,巨埔里,163
10004030016,照門里,9107
10004030017,清水里,5516
10004030018,鹿鳴里,7669
10004030019,新北里,2786
10004040001,東興里,6725
10004040002,西安里,5288
10004040003,南雄里,4149
10004040004,北斗里,4904
10004040005,仁安里,4304
10004040006,北山里,9804
10004040007,南山里,3194
10004040008,東安里,2108
10004040009,東光里,6653
10004040010,新富里,1930
10004040011,金山里,1811
10004040012,錦山里,5619
10004040013,玉山里,5248
10004040014,大同里,8847
10004040015,石光里,3652
10004040016,上林里,8378
10004040017,新力里,1020
10004040018,南和里,3437
10004040019,東山里,7105
10004040020,南新里,8196
10004040021,東平里,2805
10004050001,孝勢村,7196
10004050002,仁勢村,3771
10004050003,愛勢村,1935
10004050004,信勢村,8734
10004050005,中勢村,1206
10004050006,德盛村,3146
10004050007,和興村,806
10004050008,長嶺村,8583
10004050009,長安村,8051
10004050010,湖口村,9047
10004050011,湖鏡村,2382
10004050012,湖南村,9092
10004050013,波羅村,5122
10004050014,鳳凰村,4050
10004050015,鳳山村,9242
10004050016,中興村,1687
10004050017,信義村,8953
10004050018,中正村,3611
10004050019,東興村,405
10004050020,勝利村,8665
10004060001,福興村,9400
10004060002,後湖村,7582
10004060003,青埔村,934
10004060004,埔和村,1969
10004060005,瑞興村,5536
10004060006,坡頭村,1350
10004060007,中崙村,7730
10004060008,重興村,3111
10004060009,新豐村,5814
10004060010,員山村,6183
10004060011,松林村,6284
10004060012,上坑村,8945
10004060013,鳳坑村,7566
10004060014,忠孝村,4599
10004060015,山崎村,6895
10004060016,松柏村,6346
10004060017,崎頂村,9352
10004070001,五龍村,696
10004070002,華龍村,2165
10004070003,秀湖村,2108
10004070004,永興村,2662
10004070005,石潭村,2165
10004070006,新鳳村,2128
10004070007,中坑村,4303
10004070008,水坑村,1628
10004070009,文林村,3073
10004070010,芎林村,5919
10004070011,上山村,528
10004070012,下山村,5374
10004080001,橫山村,6067
10004080002,田寮村,3945
10004080003,南昌村,9861
10004080004,豐鄉村,7326
10004080005,豐田村,3411
10004080006,內灣村,8768
10004080007,福興村,8283
10004080008,沙坑村,8815
10004080009,新興村,7145
10004080010,大肚村,9070
10004080011,力行村,8151
10004090001,北埔村,4508
10004090002,南興村,7142
10004090003,埔尾村,1779
10004090004,水?村,7651
10004090005,南埔村,8051
10004090006,大林村,4211
10004090007,大湖村,1753
10004090008,南坑村,8360
10004090009,外坪村,6869
10004100001,雙溪村,5354
10004100002,大崎村,2556
10004100003,三峰村,8015
10004100004,新城村,4178
10004100005,深井村,1232
10004100006,寶斗村,3761
10004100007,山湖村,5691
10004100008,寶山村,4727
10004100009,油田村,791
10004100010,雙新村,346
10004110001,峨眉村,2017
10004110002,中盛村,8221
10004110003,石井村,4401
10004110004,富興村,2585
10004110005,七星村,8568
10004110006,湖光村,5429
10004120001,義興村,343
10004120002,嘉樂村,2887
10004120003,新樂村,6814
10004120004,梅花村,9626
10004120005,錦屏村,7298
10004120006,玉峰村,9544
10004120007,秀巒村,1026
10004130001,大隘村,4090
10004130002,花園村,6066
10004130003,竹林村,1658
10004130004,桃山村,6130
10005010001,中苗里,3999
10005010002,建功里,6322
10005010003,青苗里,6335
10005010004,玉清里,5738
10005010005,玉華里,2346
10005010006,維新里,119
10005010007,維祥里,152
10005010008,綠苗里,6778
10005010009,高苗里,5737
10005010010,玉苗里,9634
10005010011,大同里,1002
10005010012,新苗里,658
10005010013,勝利里,6506
10005010014,恭敬里,1241
10005010015,上苗里,4520
10005010016,北苗里,2073
10005010017,清華里,2847
10005010018,嘉盛里,4109
10005010019,福星里,7051
10005010020,新川里,1826
10005010021,文山里,2444
10005010022,福麗里,6436
10005010023,水源里,3013
10005010024,新英里,35
10005010025,福安里,4458
10005010026,嘉新里,1772
10005010027,南勢里,750
10005010028,文聖里,7483
10005020001,苑東里,7147
10005020002,苑南里,9258
10005020003,苑北里,250
10005020004,西平里,7511
10005020005,苑港里,6919
10005020006,西勢里,3127
10005020007,海岸里,6537
10005020008,房裡里,646
10005020009,客庄里,4618
10005020010,中正里,2041
10005020011,苑坑里,249
10005020012,水坡里,8830
10005020013,新復里,272
10005020014,山?里,3007
10005020015,舊社里,8427
10005020016,福田里,7149
10005020017,石鎮里,7642
10005020018,蕉埔里,1322
10005020019,社苓里,6385
10005020020,泰田里,5518
10005020021,上?里,4102
10005020022,玉田里,413
10005020023,南勢里,3892
10005020024,山柑里,7014
10005020025,田心里,8939
10005030001,通東里,7368
10005030002,通西里,6581
10005030003,平元里,9202
10005030004,梅南里,9047
10005030005,圳頭里,5262
10005030006,通南里,257
10005030007,城北里,8307
10005030008,城南里,3093
10005030009,南和里,9346
10005030010,福興里,3756
10005030011,坪頂里,1290
10005030012,五南里,6325
10005030013,五北里,4426
10005030014,內湖里,1769
10005030015,楓樹里,3669
10005030016,烏眉里,6038
10005030017,福龍里,638
10005030018,福源里,991
10005030019,通灣里,9860
10005030020,新埔里,5609
10005030021,內島里,2947
10005030022,白東里,7703
10005030023,白西里,4953
10005030024,平安里,966
10005040001,竹南里,9917
10005040002,照南里,218
10005040003,正南里,462
10005040004,新南里,4837
10005040005,大厝里,6875
10005040006,營盤里,2627
10005040007,聖福里,4688
10005040008,竹興里,1364
10005040009,龍鳳里,1754
10005040010,山佳里,8743
10005040011,中港里,7162
10005040012,中華里,5568
10005040013,中英里,148
10005040014,中美里,692
10005040015,開元里,5249
10005040016,海口里,427
10005040017,港墘里,4219
10005040018,公?里,6894
10005040019,大埔里,7326
10005040020,頂埔里,5745
10005040021,崎頂里,7017
10005040022,公義里,8817
10005040023,佳興里,801
10005040024,天文里,7782
10005040025,龍山里,7240
10005050001,流東里,2271
10005050002,珊湖里,459
10005050003,斗煥里,596
10005050004,新華里,2701
10005050005,興隆里,7821
10005050006,上埔里,7875
10005050007,土牛里,933
10005050008,頭份里,5910
10005050009,忠孝里,6753
10005050010,仁愛里,5640
10005050011,信義里,3877
10005050012,和平里,1203
10005050013,民族里,6189
10005050014,東庄里,8304
10005050015,後庄里,3585
10005050016,山下里,3345
10005050017,蟠桃里,1752
10005050018,田寮里,1339
10005050019,蘆竹里,3522
10005050020,上興里,8194
10005050021,下興里,4278
10005050022,尖山里,1831
10005050023,尖下里,2282
10005050024,廣興里,7592
10005050025,濫坑里,6282
10005050026,民權里,3739
10005050027,民生里,9169
10005050028,建國里,2573
10005050029,成功里,5565
10005050030,自強里,2502
10005050031,合興里,7996
10005050032,文化里,4383
10005060001,南龍里,4300
10005060002,中龍里,1148
10005060003,北龍里,4522
10005060004,大庄里,4519
10005060005,溪洲里,7764
10005060006,豐富里,2787
10005060007,校椅里,5169
10005060008,埔頂里,3685
10005060009,新民里,9391
10005060010,復興里,1875
10005060011,東明里,4051
10005060012,大山里,4999
10005060013,灣寶里,6582
10005060014,海寶里,8796
10005060015,外埔里,1155
10005060016,海埔里,9839
10005060017,秀水里,4890
10005060018,水尾里,4338
10005060019,龍津里,5665
10005060020,龍坑里,3443
10005060021,福寧里,9818
10005060022,中和里,4912
10005060023,南港里,927
10005070001,中街里,16
10005070002,新厝里,9716
10005070003,上新里,6252
10005070004,豐田里,79
10005070005,西坪里,1502
10005070006,景山里,2127
10005070007,老庄里,9223
10005070008,新榮里,839
10005070009,內灣里,1931
10005070010,苗豐里,5689
10005070011,坪林里,539
10005080001,大湖村,6350
10005080002,明湖村,6182
10005080003,靜湖村,9530
10005080004,富興村,30
10005080005,大南村,9948
10005080006,大寮村,3199
10005080007,南湖村,5166
10005080008,義和村,292
10005080009,東興村,2621
10005080010,武榮村,120
10005080011,栗林村,6426
10005080012,新開村,9614
10005090001,館中村,3623
10005090002,館東村,1974
10005090003,館南村,6645
10005090004,大坑村,8851
10005090005,中義村,5413
10005090006,玉泉村,564
10005090007,石墻村,8559
10005090008,福基村,7694
10005090009,福星村,5416
10005090010,開礦村,7274
10005090011,福德村,2923
10005090012,五谷村,678
10005090013,玉谷村,4934
10005090014,鶴岡村,9348
10005090015,鶴山村,1284
10005090016,仁安村,5412
10005090017,尖山村,2859
10005090018,南河村,1094
10005090019,北河村,6787
10005100001,福興村,7336
10005100002,銅鑼村,1939
10005100003,朝陽村,8504
10005100004,樟樹村,8581
10005100005,九湖村,2879
10005100006,竹森村,7767
10005100007,中平村,2777
10005100008,興隆村,7043
10005100009,盛隆村,3494
10005100010,新隆村,3771
10005110001,東村,8252
10005110002,西村,9249
10005110003,南江村,2480
10005110004,田美村,4986
10005110005,獅山村,8231
10005110006,南富村,5821
10005110007,員林村,2012
10005110008,蓬萊村,5997
10005110009,東河村,4697
10005120001,頭屋村,9948
10005120002,象山村,7761
10005120003,北坑村,8815
10005120004,獅潭村,3441
10005120005,曲洞村,6910
10005120006,飛鳳村,5316
10005120007,明德村,93
10005120008,鳴鳳村,2541
10005130001,廣盛村,4305
10005130002,?湖村,1762
10005130003,?潭村,4896
10005130004,勝興村,6829
10005130005,西湖村,2959
10005130006,龍騰村,5159
10005130007,鯉魚潭村,3670
10005140001,高埔村,5650
10005140002,下埔村,6063
10005140003,五湖村,4425
10005140004,四湖村,8777
10005140005,金獅村,963
10005140006,龍洞村,5028
10005140007,三湖村,1941
10005140008,湖東村,4388
10005140009,二湖村,4370
